q,p1,r1,p2,r2
"cims:stereotype","rdf:Statement.object","""rdf""","rdf:Statements.object","uml:attribute"
"cims:stereotype","rdf:Statement.predicate","""rdf""","rdf:Statements.predicate","uml:attribute"
"cims:stereotype","rdf:Statement.subject","""rdf""","rdf:Statements.subject","uml:attribute"
"rdfs:comment","md:Model.description","""A description of the model, e.g. the name of person that created the model and for what purpose. The number of UTF 8 characters is limited to 2000.""","cim:IdentifiedObject.description","""The description is a free human readable text describing or naming the object. It may be non unique and may not correlate to a naming hierarchy."""
"rdfs:comment","md:Model.description","""A description of the model, e.g. the name of person that created the model and for what purpose. The number of UTF- 8 characters is limited to 2000.""","cim:IdentifiedObject.description","""The description is a free human readable text describing or naming the object. It may be non unique and may not correlate to a naming hierarchy."""
"rdfs:comment","dct:PowerSystemProjectGroup.description","""A free- text account of the resource. Description may include but is not limited to:an abstract, a table of contents, a graphical representation, or a free- text account of the resource.""","cim:IdentifiedObject.description","""The description is a free human readable text describing or naming the object. It may be non unique and may not correlate to a naming hierarchy."""
"rdfs:comment","dct:Resource.description","""A free- text account of the resource. Description may include but is not limited to:an abstract, a table of contents, a graphical representation, or a free- text account of the resource.""","cim:IdentifiedObject.description","""The description is a free human readable text describing or naming the object. It may be non unique and may not correlate to a naming hierarchy."""
"cims:stereotype","md:Model.description","""md""","cim:IdentifiedObject.description","uml:attribute"
"cims:stereotype","dct:PowerSystemProjectGroup.description","""dcterms""","cim:IdentifiedObject.description","uml:attribute"
"cims:stereotype","dct:Resource.description","""dcterms""","cim:IdentifiedObject.description","uml:attribute"
"cims:multiplicity","md:Model.description","cims:M:1..1","cim:IdentifiedObject.description","cims:M:0..1"
"rdfs:comment","nc:AreaDispatchableUnit.normalEnabled","""Identifies if the unit is normally enabled to accept a dispatch instruction. If true, the unit is enabled to accept a dispatch instruction. If false, the unit has the capability, but it is not enabled to receive a dispatch instruction.""","nc:AssessedElement.normalEnabled","""If true, the assessed element shall be considered under normal operating conditions."""
"cims:stereotype","nc:AreaDispatchableUnit.normalEnabled","""NC""","nc:AssessedElement.normalEnabled","uml:attribute"
"cims:stereotype","nc:AreaDispatchableUnit.normalEnabled","uml:attribute","nc:AssessedElement.normalEnabled","""NC"""
"cims:stereotype","cim:IdentifiedObject.mRID","uml:attribute","nc:AssessedElementWithContingency.mRID","""NC"""
"cims:stereotype","nc:AreaBorderTerminal.mRID","uml:attribute","nc:AssessedElementWithContingency.mRID","""NC"""
"rdfs:comment","nc:AssessedElement.normalEnabled","""If true, the assessed element shall be considered under normal operating conditions.""","nc:AssessedElementWithContingency.normalEnabled","""If true, the assessed element with contingency is enabled, otherwise it is disabled under normal operating conditions."""
"rdfs:comment","nc:AreaDispatchableUnit.normalEnabled","""Identifies if the unit is normally enabled to accept a dispatch instruction. If true, the unit is enabled to accept a dispatch instruction. If false, the unit has the capability, but it is not enabled to receive a dispatch instruction.""","nc:AssessedElementWithContingency.normalEnabled","""If true, the assessed element with contingency is enabled, otherwise it is disabled under normal operating conditions."""
"cims:stereotype","nc:AssessedElement.normalEnabled","""NC""","nc:AssessedElementWithContingency.normalEnabled","uml:attribute"
"cims:stereotype","nc:AreaDispatchableUnit.normalEnabled","""NC""","nc:AssessedElementWithContingency.normalEnabled","uml:attribute"
"cims:stereotype","nc:AssessedElement.normalEnabled","uml:attribute","nc:AssessedElementWithContingency.normalEnabled","""NC"""
"cims:stereotype","nc:AreaDispatchableUnit.normalEnabled","uml:attribute","nc:AssessedElementWithContingency.normalEnabled","""NC"""
"cims:stereotype","nc:AssessedElementWithContingency.mRID","""NC""","nc:AssessedElementWithRemedialAction.mRID","uml:attribute"
"cims:stereotype","cim:IdentifiedObject.mRID","uml:attribute","nc:AssessedElementWithRemedialAction.mRID","""NC"""
"cims:stereotype","nc:AssessedElementWithContingency.mRID","uml:attribute","nc:AssessedElementWithRemedialAction.mRID","""NC"""
"cims:stereotype","nc:AreaBorderTerminal.mRID","uml:attribute","nc:AssessedElementWithRemedialAction.mRID","""NC"""
"rdfs:comment","nc:AssessedElement.normalEnabled","""If true, the assessed element shall be considered under normal operating conditions.""","nc:AssessedElementWithRemedialAction.normalEnabled","""If true, the assessed element with remedial action is enabled, otherwise it is disabled under normal operating conditions."""
"rdfs:comment","nc:AssessedElementWithContingency.normalEnabled","""If true, the assessed element with contingency is enabled, otherwise it is disabled under normal operating conditions.""","nc:AssessedElementWithRemedialAction.normalEnabled","""If true, the assessed element with remedial action is enabled, otherwise it is disabled under normal operating conditions."""
"rdfs:comment","nc:AreaDispatchableUnit.normalEnabled","""Identifies if the unit is normally enabled to accept a dispatch instruction. If true, the unit is enabled to accept a dispatch instruction. If false, the unit has the capability, but it is not enabled to receive a dispatch instruction.""","nc:AssessedElementWithRemedialAction.normalEnabled","""If true, the assessed element with remedial action is enabled, otherwise it is disabled under normal operating conditions."""
"cims:stereotype","nc:AssessedElement.normalEnabled","""NC""","nc:AssessedElementWithRemedialAction.normalEnabled","uml:attribute"
"cims:stereotype","nc:AssessedElementWithContingency.normalEnabled","""NC""","nc:AssessedElementWithRemedialAction.normalEnabled","uml:attribute"
"cims:stereotype","nc:AreaDispatchableUnit.normalEnabled","""NC""","nc:AssessedElementWithRemedialAction.normalEnabled","uml:attribute"
"cims:stereotype","nc:AssessedElement.normalEnabled","uml:attribute","nc:AssessedElementWithRemedialAction.normalEnabled","""NC"""
"cims:stereotype","nc:AssessedElementWithContingency.normalEnabled","uml:attribute","nc:AssessedElementWithRemedialAction.normalEnabled","""NC"""
"cims:stereotype","nc:AreaDispatchableUnit.normalEnabled","uml:attribute","nc:AssessedElementWithRemedialAction.normalEnabled","""NC"""
"cims:stereotype","nc:AssessedElementWithContingency.mRID","""NC""","nc:CrossBorderRelevance.mRID","uml:attribute"
"cims:stereotype","nc:AssessedElementWithRemedialAction.mRID","""NC""","nc:CrossBorderRelevance.mRID","uml:attribute"
"cims:stereotype","nc:ContingencyWithRemedialAction.mRID","""NC""","nc:CrossBorderRelevance.mRID","uml:attribute"
"cims:stereotype","cim:IdentifiedObject.mRID","uml:attribute","nc:CrossBorderRelevance.mRID","""NC"""
"cims:stereotype","nc:AssessedElementWithContingency.mRID","uml:attribute","nc:CrossBorderRelevance.mRID","""NC"""
"cims:stereotype","nc:AssessedElementWithRemedialAction.mRID","uml:attribute","nc:CrossBorderRelevance.mRID","""NC"""
"cims:stereotype","nc:AreaBorderTerminal.mRID","uml:attribute","nc:CrossBorderRelevance.mRID","""NC"""
"cims:stereotype","nc:ContingencyWithRemedialAction.mRID","uml:attribute","nc:CrossBorderRelevance.mRID","""NC"""
"rdfs:comment","nc:AssessedElement.normalEnabled","""If true, the assessed element shall be considered under normal operating conditions.""","nc:CrossBorderRelevance.normalEnabled","""If true, the cross border relevance shall be considered under normal operating conditions."""
"rdfs:comment","nc:AssessedElementWithContingency.normalEnabled","""If true, the assessed element with contingency is enabled, otherwise it is disabled under normal operating conditions.""","nc:CrossBorderRelevance.normalEnabled","""If true, the cross border relevance shall be considered under normal operating conditions."""
"rdfs:comment","nc:AssessedElementWithRemedialAction.normalEnabled","""If true, the assessed element with remedial action is enabled, otherwise it is disabled under normal operating conditions.""","nc:CrossBorderRelevance.normalEnabled","""If true, the cross border relevance shall be considered under normal operating conditions."""
"rdfs:comment","nc:AreaDispatchableUnit.normalEnabled","""Identifies if the unit is normally enabled to accept a dispatch instruction. If true, the unit is enabled to accept a dispatch instruction. If false, the unit has the capability, but it is not enabled to receive a dispatch instruction.""","nc:CrossBorderRelevance.normalEnabled","""If true, the cross border relevance shall be considered under normal operating conditions."""
"rdfs:comment","nc:AutomationFunction.normalEnabled","""True, if the automation function is enabled (active). Otherwise false.""","nc:CrossBorderRelevance.normalEnabled","""If true, the cross border relevance shall be considered under normal operating conditions."""
"rdfs:comment","nc:ContingencyWithRemedialAction.normalEnabled","""If true, the contingency with remedial action is enabled, otherwise it is disabled under normal operating conditions.""","nc:CrossBorderRelevance.normalEnabled","""If true, the cross border relevance shall be considered under normal operating conditions."""
"cims:stereotype","nc:AssessedElement.normalEnabled","""NC""","nc:CrossBorderRelevance.normalEnabled","uml:attribute"
"cims:stereotype","nc:AssessedElementWithContingency.normalEnabled","""NC""","nc:CrossBorderRelevance.normalEnabled","uml:attribute"
"cims:stereotype","nc:AssessedElementWithRemedialAction.normalEnabled","""NC""","nc:CrossBorderRelevance.normalEnabled","uml:attribute"
"cims:stereotype","nc:AreaDispatchableUnit.normalEnabled","""NC""","nc:CrossBorderRelevance.normalEnabled","uml:attribute"
"cims:stereotype","nc:AutomationFunction.normalEnabled","""NC""","nc:CrossBorderRelevance.normalEnabled","uml:attribute"
"cims:stereotype","nc:ContingencyWithRemedialAction.normalEnabled","""NC""","nc:CrossBorderRelevance.normalEnabled","uml:attribute"
"cims:stereotype","nc:AssessedElement.normalEnabled","uml:attribute","nc:CrossBorderRelevance.normalEnabled","""NC"""
"cims:stereotype","nc:AssessedElementWithContingency.normalEnabled","uml:attribute","nc:CrossBorderRelevance.normalEnabled","""NC"""
"cims:stereotype","nc:AssessedElementWithRemedialAction.normalEnabled","uml:attribute","nc:CrossBorderRelevance.normalEnabled","""NC"""
"cims:stereotype","nc:AreaDispatchableUnit.normalEnabled","uml:attribute","nc:CrossBorderRelevance.normalEnabled","""NC"""
"cims:stereotype","nc:AutomationFunction.normalEnabled","uml:attribute","nc:CrossBorderRelevance.normalEnabled","""NC"""
"cims:stereotype","nc:ContingencyWithRemedialAction.normalEnabled","uml:attribute","nc:CrossBorderRelevance.normalEnabled","""NC"""
"rdfs:comment","nc:AssessedElementRegularTimePoint.enabled","""It identifies if the assessed element is enabled. True means enabled, False means disabled.""","nc:AvailabilityEnabled.enabled","""Instruction to enable or disable alteration and assessment."""
"rdfs:comment","nc:AssessedElementTimePoint.enabled","""It identifies if the assessed element is enabled. True means enabled, False means disabled.""","nc:AvailabilityEnabled.enabled","""Instruction to enable or disable alteration and assessment."""
"rdfs:comment","nc:AreaDispatchableUnit.enabled","""Identifies if the unit is enabled to accept a dispatch instruction. If true, the unit is enabled to accept a dispatch instruction. If false, the unit has the capability, but it is not enabled to receive a dispatch instruction.""","nc:AvailabilityEnabled.enabled","""Instruction to enable or disable alteration and assessment."""
"rdfs:comment","nc:AssessedElement.enabled","""If true, the assessed element is enabled, otherwise it is disabled.""","nc:AvailabilityEnabled.enabled","""Instruction to enable or disable alteration and assessment."""
"rdfs:comment","nc:AssessedElementWithContingency.enabled","""If true, the assessed element with contingency is enabled, otherwise it is disabled.""","nc:AvailabilityEnabled.enabled","""Instruction to enable or disable alteration and assessment."""
"rdfs:comment","nc:AssessedElementWithRemedialAction.enabled","""If true, the assessed element with remedial action is enabled, otherwise it is disabled.""","nc:AvailabilityEnabled.enabled","""Instruction to enable or disable alteration and assessment."""
"rdfs:comment","nc:AutomationFunction.enabled","""True, if the automation function is enabled (active). Otherwise false.""","nc:AvailabilityEnabled.enabled","""Instruction to enable or disable alteration and assessment."""
"rdfs:comment","cim:DynamicsFunctionBlock.enabled","""Function block used indicator. true = use of function block is enabled false = use of function block is disabled.""","nc:AvailabilityEnabled.enabled","""Instruction to enable or disable alteration and assessment."""
"rdfs:comment","cim:RegulatingControl.enabled","""The flag tells if regulation is enabled.""","nc:AvailabilityEnabled.enabled","""Instruction to enable or disable alteration and assessment."""
"cims:stereotype","nc:AssessedElementRegularTimePoint.enabled","""NC""","nc:AvailabilityEnabled.enabled","uml:attribute"
"cims:stereotype","nc:AssessedElementTimePoint.enabled","""NC""","nc:AvailabilityEnabled.enabled","uml:attribute"
"cims:stereotype","nc:AreaDispatchableUnit.enabled","""NC""","nc:AvailabilityEnabled.enabled","uml:attribute"
"cims:stereotype","nc:AssessedElement.enabled","""NC""","nc:AvailabilityEnabled.enabled","uml:attribute"
"cims:stereotype","nc:AssessedElementWithContingency.enabled","""NC""","nc:AvailabilityEnabled.enabled","uml:attribute"
"cims:stereotype","nc:AssessedElementWithRemedialAction.enabled","""NC""","nc:AvailabilityEnabled.enabled","uml:attribute"
"cims:stereotype","nc:AutomationFunction.enabled","""NC""","nc:AvailabilityEnabled.enabled","uml:attribute"
"cims:stereotype","nc:AssessedElementRegularTimePoint.enabled","uml:attribute","nc:AvailabilityEnabled.enabled","""NC"""
"cims:stereotype","nc:AssessedElementTimePoint.enabled","uml:attribute","nc:AvailabilityEnabled.enabled","""NC"""
"cims:stereotype","nc:AreaDispatchableUnit.enabled","uml:attribute","nc:AvailabilityEnabled.enabled","""NC"""
"cims:stereotype","nc:AssessedElement.enabled","uml:attribute","nc:AvailabilityEnabled.enabled","""NC"""
"cims:stereotype","nc:AssessedElementWithContingency.enabled","uml:attribute","nc:AvailabilityEnabled.enabled","""NC"""
"cims:stereotype","nc:AssessedElementWithRemedialAction.enabled","uml:attribute","nc:AvailabilityEnabled.enabled","""NC"""
"cims:stereotype","nc:AutomationFunction.enabled","uml:attribute","nc:AvailabilityEnabled.enabled","""NC"""
"cims:stereotype","cim:DynamicsFunctionBlock.enabled","uml:attribute","nc:AvailabilityEnabled.enabled","""NC"""
"cims:stereotype","cim:RegulatingControl.enabled","uml:attribute","nc:AvailabilityEnabled.enabled","""NC"""
"cims:multiplicity","nc:AssessedElementRegularTimePoint.enabled","cims:M:0..1","nc:AvailabilityEnabled.enabled","cims:M:1..1"
"cims:multiplicity","nc:AssessedElementTimePoint.enabled","cims:M:0..1","nc:AvailabilityEnabled.enabled","cims:M:1..1"
"rdfs:range","cim:Status.value","xsd:string","nc:AvailabilityExceptionalLimit.value","xsd:float"
"rdfs:range","cim:AccumulatorLimit.value","xsd:integer","nc:AvailabilityExceptionalLimit.value","xsd:float"
"rdfs:range","cim:Command.value","xsd:integer","nc:AvailabilityExceptionalLimit.value","xsd:float"
"rdfs:range","cim:ValueToAlias.value","xsd:integer","nc:AvailabilityExceptionalLimit.value","xsd:float"
"rdfs:comment","nc:ActivePowerLimitTimePoint.value","""Value of active power limit. The attribute shall be a positive value or zero.""","nc:AvailabilityExceptionalLimit.value","""Value for the referred operational limit."""
"rdfs:comment","nc:ApparentPowerLimitTimePoint.value","""The apparent power limit. The attribute shall be a positive value or zero.""","nc:AvailabilityExceptionalLimit.value","""Value for the referred operational limit."""
"rdfs:comment","cim:Status.value","""Status value at 'dateTime'; prior status changes may have been kept in instances of activity records associated with the object to which this status applies.""","nc:AvailabilityExceptionalLimit.value","""Value for the referred operational limit."""
"rdfs:comment","cim:AccumulatorLimit.value","""The value to supervise against. The value is positive.""","nc:AvailabilityExceptionalLimit.value","""Value for the referred operational limit."""
"rdfs:comment","cim:AnalogLimit.value","""The value to supervise against.""","nc:AvailabilityExceptionalLimit.value","""Value for the referred operational limit."""
"rdfs:comment","cim:Command.value","""The value representing the actuator output.""","nc:AvailabilityExceptionalLimit.value","""Value for the referred operational limit."""
"rdfs:comment","cim:SetPoint.value","""The value representing the actuator output.""","nc:AvailabilityExceptionalLimit.value","""Value for the referred operational limit."""
"rdfs:comment","cim:ValueToAlias.value","""The value that is mapped.""","nc:AvailabilityExceptionalLimit.value","""Value for the referred operational limit."""
"rdfs:comment","cim:ActivePowerLimit.value","""Value of active power limit. The attribute shall be a positive value or zero.""","nc:AvailabilityExceptionalLimit.value","""Value for the referred operational limit."""
"rdfs:comment","cim:ApparentPowerLimit.value","""The apparent power limit. The attribute shall be a positive value or zero.""","nc:AvailabilityExceptionalLimit.value","""Value for the referred operational limit."""
"rdfs:comment","cim:CurrentLimit.value","""Limit on current flow. The attribute shall be a positive value or zero.""","nc:AvailabilityExceptionalLimit.value","""Value for the referred operational limit."""
"rdfs:comment","cim:VoltageLimit.value","""Limit on voltage. High or low limit nature of the limit depends upon the properties of the operational limit type. The attribute shall be a positive value or zero.""","nc:AvailabilityExceptionalLimit.value","""Value for the referred operational limit."""
"cims:stereotype","nc:ActivePowerLimitTimePoint.value","""NC""","nc:AvailabilityExceptionalLimit.value","uml:attribute"
"cims:stereotype","nc:ApparentPowerLimitTimePoint.value","""NC""","nc:AvailabilityExceptionalLimit.value","uml:attribute"
"cims:stereotype","nc:ActivePowerLimitTimePoint.value","uml:attribute","nc:AvailabilityExceptionalLimit.value","""NC"""
"cims:stereotype","nc:ApparentPowerLimitTimePoint.value","uml:attribute","nc:AvailabilityExceptionalLimit.value","""NC"""
"cims:stereotype","cim:Status.value","uml:attribute","nc:AvailabilityExceptionalLimit.value","""NC"""
"cims:stereotype","cim:AccumulatorLimit.value","uml:attribute","nc:AvailabilityExceptionalLimit.value","""NC"""
"cims:stereotype","cim:AnalogLimit.value","uml:attribute","nc:AvailabilityExceptionalLimit.value","""NC"""
"cims:stereotype","cim:Command.value","uml:attribute","nc:AvailabilityExceptionalLimit.value","""NC"""
"cims:stereotype","cim:SetPoint.value","uml:attribute","nc:AvailabilityExceptionalLimit.value","""NC"""
"cims:stereotype","cim:ValueToAlias.value","uml:attribute","nc:AvailabilityExceptionalLimit.value","""NC"""
"cims:stereotype","cim:ActivePowerLimit.value","uml:attribute","nc:AvailabilityExceptionalLimit.value","""NC"""
"cims:stereotype","cim:ApparentPowerLimit.value","uml:attribute","nc:AvailabilityExceptionalLimit.value","""NC"""
"cims:stereotype","cim:CurrentLimit.value","uml:attribute","nc:AvailabilityExceptionalLimit.value","""NC"""
"cims:stereotype","cim:VoltageLimit.value","uml:attribute","nc:AvailabilityExceptionalLimit.value","""NC"""
"cims:multiplicity","cim:Status.value","cims:M:0..1","nc:AvailabilityExceptionalLimit.value","cims:M:1..1"
"rdfs:comment","cim:BusNameMarker.priority","""Priority of bus name marker for use as topology bus name. Use 0 for do not care. Use 1 for highest priority. Use 2 as priority is less than 1 and so on.""","nc:AvailabilitySchedule.priority","""Value 0 means ignore priority. 1 means the highest priority, 2 is the second highest priority."""
"cims:stereotype","nc:AutomationBlockGroup.priority","""NC""","nc:AvailabilitySchedule.priority","uml:attribute"
"cims:stereotype","nc:AutomationBlockGroup.priority","uml:attribute","nc:AvailabilitySchedule.priority","""NC"""
"cims:stereotype","cim:BusNameMarker.priority","uml:attribute","nc:AvailabilitySchedule.priority","""NC"""
"cims:multiplicity","nc:AutomationBlockGroup.priority","cims:M:0..1","nc:AvailabilitySchedule.priority","cims:M:1..1"
"cims:multiplicity","cim:BusNameMarker.priority","cims:M:0..1","nc:AvailabilitySchedule.priority","cims:M:1..1"
"cims:stereotype","nc:AssessedElementTimePoint.atTime","""NC""","nc:EventTimePoint.atTime","uml:attribute"
"cims:stereotype","nc:AvailabilityTimePoint.atTime","""NC""","nc:EventTimePoint.atTime","uml:attribute"
"cims:stereotype","nc:ContingencyTimePoint.atTime","""NC""","nc:EventTimePoint.atTime","uml:attribute"
"cims:stereotype","nc:EnablingTimePoint.atTime","""NC""","nc:EventTimePoint.atTime","uml:attribute"
"cims:stereotype","nc:ACDCTimePoint.atTime","""NC""","nc:EventTimePoint.atTime","uml:attribute"
"cims:stereotype","nc:ActivePowerLimitTimePoint.atTime","""NC""","nc:EventTimePoint.atTime","uml:attribute"
"cims:stereotype","nc:ApparentPowerLimitTimePoint.atTime","""NC""","nc:EventTimePoint.atTime","uml:attribute"
"cims:stereotype","nc:AsynchronousMachineTimePoint.atTime","""NC""","nc:EventTimePoint.atTime","uml:attribute"
"cims:stereotype","nc:BatteryUnitTimePoint.atTime","""NC""","nc:EventTimePoint.atTime","uml:attribute"
"cims:stereotype","nc:ControlAreaTimePoint.atTime","""NC""","nc:EventTimePoint.atTime","uml:attribute"
"cims:stereotype","nc:CurrentLimitTimePoint.atTime","""NC""","nc:EventTimePoint.atTime","uml:attribute"
"cims:stereotype","nc:EnergyConnectionTimePoint.atTime","""NC""","nc:EventTimePoint.atTime","uml:attribute"
"cims:stereotype","nc:EquivalentInjectionTimePoint.atTime","""NC""","nc:EventTimePoint.atTime","uml:attribute"
"cims:stereotype","nc:AssessedElementTimePoint.atTime","uml:attribute","nc:EventTimePoint.atTime","""NC"""
"cims:stereotype","nc:AvailabilityTimePoint.atTime","uml:attribute","nc:EventTimePoint.atTime","""NC"""
"cims:stereotype","nc:ContingencyTimePoint.atTime","uml:attribute","nc:EventTimePoint.atTime","""NC"""
"cims:stereotype","nc:EnablingTimePoint.atTime","uml:attribute","nc:EventTimePoint.atTime","""NC"""
"cims:stereotype","nc:ACDCTimePoint.atTime","uml:attribute","nc:EventTimePoint.atTime","""NC"""
"cims:stereotype","nc:ActivePowerLimitTimePoint.atTime","uml:attribute","nc:EventTimePoint.atTime","""NC"""
"cims:stereotype","nc:ApparentPowerLimitTimePoint.atTime","uml:attribute","nc:EventTimePoint.atTime","""NC"""
"cims:stereotype","nc:AsynchronousMachineTimePoint.atTime","uml:attribute","nc:EventTimePoint.atTime","""NC"""
"cims:stereotype","nc:BatteryUnitTimePoint.atTime","uml:attribute","nc:EventTimePoint.atTime","""NC"""
"cims:stereotype","nc:ControlAreaTimePoint.atTime","uml:attribute","nc:EventTimePoint.atTime","""NC"""
"cims:stereotype","nc:CurrentLimitTimePoint.atTime","uml:attribute","nc:EventTimePoint.atTime","""NC"""
"cims:stereotype","nc:EnergyConnectionTimePoint.atTime","uml:attribute","nc:EventTimePoint.atTime","""NC"""
"cims:stereotype","nc:EquivalentInjectionTimePoint.atTime","uml:attribute","nc:EventTimePoint.atTime","""NC"""
"cims:multiplicity","nc:AssessedElementTimePoint.atTime","cims:M:1..1","nc:EventTimePoint.atTime","cims:M:0..1"
"cims:multiplicity","nc:AvailabilityTimePoint.atTime","cims:M:1..1","nc:EventTimePoint.atTime","cims:M:0..1"
"cims:multiplicity","nc:ContingencyTimePoint.atTime","cims:M:1..1","nc:EventTimePoint.atTime","cims:M:0..1"
"cims:multiplicity","nc:EnablingTimePoint.atTime","cims:M:1..1","nc:EventTimePoint.atTime","cims:M:0..1"
"cims:multiplicity","nc:ACDCTimePoint.atTime","cims:M:1..1","nc:EventTimePoint.atTime","cims:M:0..1"
"cims:multiplicity","nc:ActivePowerLimitTimePoint.atTime","cims:M:1..1","nc:EventTimePoint.atTime","cims:M:0..1"
"cims:multiplicity","nc:ApparentPowerLimitTimePoint.atTime","cims:M:1..1","nc:EventTimePoint.atTime","cims:M:0..1"
"cims:multiplicity","nc:AsynchronousMachineTimePoint.atTime","cims:M:1..1","nc:EventTimePoint.atTime","cims:M:0..1"
"cims:multiplicity","nc:BatteryUnitTimePoint.atTime","cims:M:1..1","nc:EventTimePoint.atTime","cims:M:0..1"
"cims:multiplicity","nc:ControlAreaTimePoint.atTime","cims:M:1..1","nc:EventTimePoint.atTime","cims:M:0..1"
"cims:multiplicity","nc:CurrentLimitTimePoint.atTime","cims:M:1..1","nc:EventTimePoint.atTime","cims:M:0..1"
"cims:multiplicity","nc:EnergyConnectionTimePoint.atTime","cims:M:1..1","nc:EventTimePoint.atTime","cims:M:0..1"
"cims:multiplicity","nc:EquivalentInjectionTimePoint.atTime","cims:M:1..1","nc:EventTimePoint.atTime","cims:M:0..1"
"cims:stereotype","cim:ControlArea.pTolerance","uml:attribute","nc:AreaInterchangeController.pTolerance","""NC"""
"cims:multiplicity","cim:ControlArea.pTolerance","cims:M:0..1","nc:AreaInterchangeController.pTolerance","cims:M:1..1"
"rdfs:comment","cim:BusNameMarker.priority","""Priority of bus name marker for use as topology bus name. Use 0 for do not care. Use 1 for highest priority. Use 2 as priority is less than 1 and so on.""","nc:AutomationBlockGroup.priority","""Value 0 means ignore priority. 1 means the highest priority, 2 is the second highest priority."""
"cims:stereotype","cim:BusNameMarker.priority","uml:attribute","nc:AutomationBlockGroup.priority","""NC"""
"rdfs:comment","nc:AssessedElement.normalEnabled","""If true, the assessed element shall be considered under normal operating conditions.""","nc:AutomationFunction.normalEnabled","""True, if the automation function is enabled (active). Otherwise false."""
"rdfs:comment","nc:AssessedElementWithContingency.normalEnabled","""If true, the assessed element with contingency is enabled, otherwise it is disabled under normal operating conditions.""","nc:AutomationFunction.normalEnabled","""True, if the automation function is enabled (active). Otherwise false."""
"rdfs:comment","nc:AssessedElementWithRemedialAction.normalEnabled","""If true, the assessed element with remedial action is enabled, otherwise it is disabled under normal operating conditions.""","nc:AutomationFunction.normalEnabled","""True, if the automation function is enabled (active). Otherwise false."""
"rdfs:comment","nc:AreaDispatchableUnit.normalEnabled","""Identifies if the unit is normally enabled to accept a dispatch instruction. If true, the unit is enabled to accept a dispatch instruction. If false, the unit has the capability, but it is not enabled to receive a dispatch instruction.""","nc:AutomationFunction.normalEnabled","""True, if the automation function is enabled (active). Otherwise false."""
"cims:stereotype","nc:AssessedElement.normalEnabled","""NC""","nc:AutomationFunction.normalEnabled","uml:attribute"
"cims:stereotype","nc:AssessedElementWithContingency.normalEnabled","""NC""","nc:AutomationFunction.normalEnabled","uml:attribute"
"cims:stereotype","nc:AssessedElementWithRemedialAction.normalEnabled","""NC""","nc:AutomationFunction.normalEnabled","uml:attribute"
"cims:stereotype","nc:AreaDispatchableUnit.normalEnabled","""NC""","nc:AutomationFunction.normalEnabled","uml:attribute"
"cims:stereotype","nc:AssessedElement.normalEnabled","uml:attribute","nc:AutomationFunction.normalEnabled","""NC"""
"cims:stereotype","nc:AssessedElementWithContingency.normalEnabled","uml:attribute","nc:AutomationFunction.normalEnabled","""NC"""
"cims:stereotype","nc:AssessedElementWithRemedialAction.normalEnabled","uml:attribute","nc:AutomationFunction.normalEnabled","""NC"""
"cims:stereotype","nc:AreaDispatchableUnit.normalEnabled","uml:attribute","nc:AutomationFunction.normalEnabled","""NC"""
"rdfs:comment","cim:StreetDetail.type","""Type of street. Examples include:street, circle, boulevard, avenue, road, drive, etc.""","nc:AutomationFunction.type","""Type of automation function."""
"cims:stereotype","cim:StreetDetail.type","uml:attribute","nc:AutomationFunction.type","""NC"""
"rdfs:comment","cim:TieFlow.positiveFlowIn","""Specifies the sign of the tie flow associated with a control area. True if positive flow into the terminal (load convention) is also positive flow into the control area. See the description of ControlArea for further explanation of how TieFlow.positiveFlowIn is used.""","nc:Circuit.positiveFlowIn","""True, if the positive value on the terminal shall be considered flow into the circuit. False, if the positive value on the terminal shall be considered flow out of the circuit."""
"rdfs:comment","cim:Analog.positiveFlowIn","""If true then this measurement is an active power, reactive power or current with the convention that a positive value measured at the Terminal means power is flowing into the related PowerSystemResource.""","nc:Circuit.positiveFlowIn","""True, if the positive value on the terminal shall be considered flow into the circuit. False, if the positive value on the terminal shall be considered flow out of the circuit."""
"cims:stereotype","cim:TieFlow.positiveFlowIn","uml:attribute","nc:Circuit.positiveFlowIn","""NC"""
"cims:stereotype","cim:Analog.positiveFlowIn","uml:attribute","nc:Circuit.positiveFlowIn","""NC"""
"cims:multiplicity","cim:Analog.positiveFlowIn","cims:M:0..1","nc:Circuit.positiveFlowIn","cims:M:1..1"
"rdfs:comment","cim:RegulatingControl.maxAllowedTargetValue","""Maximum allowed target value (RegulatingControl.targetValue).""","nc:ControlFunctionBlock.maxAllowedTargetValue","""Maximum allowed target value given by the percent of target value. The allowed value range is [0,100]."""
"cims:stereotype","cim:RegulatingControl.maxAllowedTargetValue","uml:attribute","nc:ControlFunctionBlock.maxAllowedTargetValue","""NC"""
"rdfs:comment","cim:RegulatingControl.minAllowedTargetValue","""Minimum allowed target value (RegulatingControl.targetValue).""","nc:ControlFunctionBlock.minAllowedTargetValue","""Minimum allowed target value given by the percent of target value. The allowed value range is [0,100]."""
"cims:stereotype","cim:RegulatingControl.minAllowedTargetValue","uml:attribute","nc:ControlFunctionBlock.minAllowedTargetValue","""NC"""
